,logM,z,gmag,rmag,gMag,rMag,n,e,B_T_r,g-r
113924,10.683,0.03193,14.86,14.23,-21.12,-21.65,2.79,0.31,0.15,0.53
113925,10.127,0.03414,16.34,15.73,-19.76,-20.32,2.18,0.32,0.16,0.56
113926,9.755,0.03955,17.7,17.01,-18.75,-19.35,0.93,0.6,0.01,0.6
113927,10.564,0.03733,15.49,14.76,-20.85,-21.49,2.54,0.56,0.61,0.64
113928,10.278,0.03795,16.95,16.13,-19.44,-20.15,5.3,0.46,0.52,0.71
113929,11.059,0.03493,14.55,13.76,-21.6,-22.37,3.31,0.2,0.76,0.77
113930,10.255,0.03416,16.71,15.93,-19.41,-20.1,4.76,0.37,0.83,0.69
113931,10.302,0.03841,16.85,16.03,-19.55,-20.27,3.27,0.11,0.31,0.72
113932,9.743,0.03521,17.38,16.74,-18.81,-19.36,1.17,0.65,0.19,0.55
113933,10.482,0.03963,16.53,15.67,-19.97,-20.71,4.0,0.56,0.59,0.74
113934,10.384,0.04183,16.77,15.97,-19.84,-20.53,2.81,0.21,0.72,0.69
113935,10.397,0.03917,16.56,15.71,-19.91,-20.64,5.82,0.3,1.0,0.73
113936,11.449,0.04029,15.21,14.2,-21.34,-22.24,3.87,0.42,0.65,0.9
113937,10.656,0.03683,15.88,15.08,-20.44,-21.14,2.51,0.2,0.28,0.7
113938,10.482,0.036,16.21,15.38,-20.06,-20.77,2.35,0.7,0.44,0.71
113939,10.149,0.03883,17.31,16.47,-19.11,-19.85,4.82,0.15,0.55,0.74
113940,10.501,0.03966,16.83,15.96,-19.66,-20.41,2.25,0.62,0.18,0.75
113941,10.599,0.03615,15.99,15.12,-20.28,-21.04,4.66,0.66,0.79,0.76
113942,9.525,0.03951,16.62,16.28,-19.77,-20.08,0.86,0.39,0.06,0.31
113943,10.773,0.03851,15.59,14.84,-20.8,-21.46,4.81,0.4,0.54,0.66
113944,11.409,0.07927,16.39,15.38,-21.79,-22.61,1.65,0.57,0.28,0.82
113945,10.787,0.09054,17.8,16.84,-20.72,-21.46,4.31,0.49,0.96,0.74
113946,10.215,0.04375,16.55,16.06,-20.12,-20.54,1.43,0.3,0.57,0.42
113947,10.822,0.08938,17.62,16.7,-20.88,-21.6,4.41,0.15,0.8,0.72
113948,10.943,0.08946,17.83,16.82,-20.7,-21.5,5.81,0.75,0.65,0.8
113949,9.575,0.03448,17.0,16.46,-19.15,-19.61,4.76,0.21,0.35,0.46
113950,11.213,0.08169,16.92,15.94,-21.36,-22.15,6.83,0.4,0.88,0.79
113951,11.416,0.10602,16.86,15.86,-22.14,-22.86,4.03,0.32,0.59,0.72
113952,10.506,0.03461,16.56,15.68,-19.64,-20.42,1.76,0.85,0.19,0.78
113953,11.55,0.16301,18.03,16.82,-22.22,-22.98,5.28,0.24,0.52,0.76
113954,11.127,0.11353,17.78,16.71,-21.39,-22.17,6.37,0.28,0.99,0.78
113955,10.265,0.07505,17.67,17.03,-20.29,-20.83,1.25,0.49,0.07,0.54
113956,11.017,0.10817,17.37,16.56,-21.52,-22.15,2.95,0.21,0.48,0.63
113957,11.022,0.07491,16.89,15.96,-21.14,-21.89,7.99,0.23,0.74,0.75
113958,11.367,0.16252,17.95,16.8,-22.24,-22.97,4.43,0.15,0.87,0.73
113959,11.04,0.13464,17.75,16.88,-21.72,-22.38,1.92,0.47,0.38,0.66
113960,11.06,0.08227,17.25,16.37,-21.02,-21.72,7.61,0.24,0.3,0.7
113961,10.508,0.08485,17.26,16.65,-20.95,-21.47,0.81,0.25,0.11,0.52
113962,11.024,0.08261,16.2,15.52,-21.99,-22.55,1.24,0.2,0.14,0.56
113963,9.722,0.0289,16.94,16.38,-18.79,-19.3,1.5,0.48,0.49,0.51
113964,10.552,0.05097,16.38,15.72,-20.69,-21.26,0.77,0.39,0.94,0.57
113965,10.147,0.0519,17.82,16.96,-19.33,-20.07,2.38,0.29,0.6,0.74
113966,10.47,0.09026,17.35,16.83,-21.05,-21.46,1.29,0.1,0.17,0.41
113967,11.344,0.13712,18.03,16.92,-21.72,-22.47,6.41,0.68,0.47,0.75
113968,10.641,0.05103,17.08,16.12,-20.08,-20.89,4.25,0.3,0.73,0.81
113969,10.744,0.05964,17.13,16.25,-20.38,-21.13,4.53,0.76,0.5,0.75
113970,10.728,0.06126,16.78,15.92,-20.76,-21.48,5.28,0.14,0.97,0.72
113971,10.416,0.07663,17.28,16.55,-20.78,-21.37,1.68,0.13,0.45,0.59
113972,11.091,0.14352,17.51,16.8,-22.15,-22.65,2.37,0.01,0.4,0.5
113973,11.452,0.12806,17.64,16.54,-21.91,-22.67,5.53,0.0,0.85,0.76
113974,10.03,0.05227,17.28,16.72,-19.83,-20.31,0.99,0.34,0.01,0.48
113975,11.078,0.11649,17.66,16.79,-21.5,-22.16,8.0,0.29,0.82,0.66
113976,10.208,0.05327,17.74,16.94,-19.47,-20.15,1.83,0.25,0.23,0.68
113977,11.222,0.05198,15.39,14.49,-21.81,-22.56,4.94,0.3,0.64,0.75
113978,10.984,0.10317,17.84,16.8,-21.11,-21.88,5.63,0.43,0.99,0.77
113979,11.479,0.14043,17.51,16.38,-22.32,-23.05,5.94,0.0,0.9,0.73
113980,11.468,0.08681,16.66,15.61,-21.84,-22.66,4.94,0.5,0.58,0.82
113981,10.973,0.08709,17.59,16.57,-20.91,-21.69,3.93,0.65,0.69,0.78
113982,10.768,0.05187,16.72,15.83,-20.46,-21.21,3.44,0.5,0.4,0.75
113983,10.07,0.05398,16.46,16.02,-20.74,-21.1,1.0,0.4,0.14,0.36
113984,10.796,0.08637,17.84,16.89,-20.63,-21.37,3.59,0.31,0.4,0.74
113985,11.122,0.08011,17.27,16.25,-21.02,-21.85,5.01,0.49,0.7,0.83
113986,11.104,0.08567,16.53,15.74,-21.87,-22.46,1.79,0.16,0.2,0.59
113987,11.034,0.08634,17.69,16.68,-20.81,-21.6,5.42,0.25,0.62,0.79
113988,10.88,0.08601,17.65,16.73,-20.8,-21.51,5.09,0.38,0.58,0.71
113989,10.927,0.04962,16.17,15.28,-20.93,-21.68,4.89,0.61,0.97,0.75
113990,10.384,0.05016,17.56,16.63,-19.52,-20.31,4.59,0.22,0.97,0.79
113991,11.015,0.1077,17.62,16.69,-21.22,-21.95,2.18,0.42,0.32,0.73
113992,10.39,0.10586,17.51,17.01,-21.14,-21.53,0.71,0.39,0.83,0.39
113993,11.14,0.1308,17.84,16.77,-21.58,-22.36,5.0,0.37,0.96,0.78
113994,11.017,0.07965,16.41,15.67,-21.63,-22.27,2.21,0.54,0.29,0.64
113995,10.453,0.03655,17.2,16.21,-18.99,-19.93,2.0,0.64,0.55,0.94
113996,10.564,0.06319,17.37,16.62,-20.09,-20.76,1.95,0.8,0.22,0.67
113997,11.217,0.11175,17.44,16.45,-21.56,-22.31,3.31,0.45,0.67,0.75
113998,9.997,0.02858,16.3,15.62,-19.31,-19.94,0.65,0.22,0.0,0.63
113999,10.607,0.02806,15.58,14.76,-20.01,-20.77,4.32,0.35,0.56,0.76
114000,9.687,0.02843,17.48,16.74,-18.13,-18.8,2.92,0.56,0.52,0.67
114001,11.373,0.15462,17.62,16.65,-22.23,-22.87,3.88,0.41,0.43,0.64
114002,10.438,0.05413,16.21,15.63,-20.86,-21.4,1.44,0.4,0.09,0.54
114003,10.979,0.12354,17.13,16.44,-21.96,-22.5,1.07,0.21,0.07,0.54
114004,10.778,0.05943,16.65,15.85,-20.68,-21.38,2.69,0.58,0.45,0.7
114005,10.892,0.05994,16.98,16.04,-20.41,-21.25,2.34,0.71,0.42,0.84
114006,11.316,0.12751,17.6,16.59,-21.77,-22.5,6.41,0.21,0.85,0.73
114007,10.766,0.07633,17.32,16.43,-20.65,-21.4,2.15,0.41,0.39,0.75
114008,10.085,0.06161,17.0,16.51,-20.36,-20.8,0.92,0.53,0.07,0.44
114009,10.188,0.06364,17.0,16.53,-20.4,-20.83,1.08,0.52,0.24,0.43
114010,10.841,0.07317,17.0,16.08,-20.86,-21.63,4.33,0.43,1.0,0.77
114011,9.589,0.05142,17.35,16.93,-19.55,-19.95,0.54,0.47,0.0,0.4
114012,10.665,0.06181,16.98,16.12,-20.45,-21.19,2.67,0.46,0.36,0.74
114013,10.567,0.05177,16.37,15.72,-20.58,-21.18,1.38,0.38,0.05,0.6
114014,10.432,0.09186,17.14,16.59,-21.17,-21.63,0.53,0.29,0.0,0.46
114015,11.277,0.13433,17.58,16.52,-21.92,-22.68,5.5,0.1,0.99,0.76
114016,10.352,0.02341,15.17,14.57,-19.97,-20.53,1.1,0.62,0.06,0.56
114017,11.399,0.14019,17.48,16.45,-22.13,-22.85,6.8,0.21,0.81,0.72
114018,10.573,0.04834,16.49,15.73,-20.35,-21.03,4.86,0.34,0.75,0.68
114019,11.012,0.10468,17.76,16.84,-21.05,-21.75,5.1,0.45,0.61,0.7
114020,10.824,0.07211,16.99,16.2,-20.79,-21.49,1.57,0.56,0.25,0.7
114021,11.555,0.14028,17.51,16.44,-22.11,-22.86,6.64,0.21,0.54,0.75
114022,10.862,0.06742,16.96,16.18,-20.67,-21.34,5.69,0.46,0.49,0.67
114023,10.6,0.0665,16.67,16.12,-20.88,-21.38,2.39,0.35,0.74,0.5
114024,10.71,0.0528,16.62,15.83,-20.41,-21.12,1.94,0.64,0.24,0.71
114025,10.681,0.0642,17.66,16.77,-19.86,-20.68,1.04,0.64,0.84,0.82
114026,10.094,0.05088,17.3,16.65,-19.62,-20.22,1.53,0.73,0.22,0.6
114027,10.054,0.06853,17.13,16.78,-20.43,-20.75,1.04,0.16,0.99,0.32
114028,11.088,0.0904,16.98,16.16,-21.38,-22.06,2.83,0.66,0.46,0.68
114029,10.562,0.06648,16.81,16.18,-20.74,-21.29,1.04,0.18,0.11,0.55
114030,11.036,0.10011,17.43,16.46,-21.24,-22.0,6.14,0.08,0.75,0.76
114031,9.904,0.02505,16.41,15.7,-18.88,-19.53,2.16,0.57,0.28,0.65
114032,11.37,0.08435,16.46,15.5,-21.77,-22.55,3.92,0.04,0.6,0.78
114033,10.096,0.07963,16.88,16.48,-21.0,-21.37,2.24,0.76,0.41,0.37
114034,8.951,0.02546,16.87,16.59,-18.4,-18.66,1.24,0.64,0.25,0.26
114035,10.518,0.08515,17.68,16.97,-20.48,-21.08,1.55,0.27,0.53,0.6
114036,11.026,0.08361,16.54,15.71,-21.63,-22.3,4.66,0.36,0.8,0.67
114037,11.608,0.18506,17.85,16.72,-22.57,-23.29,3.65,0.27,0.62,0.72
114038,10.928,0.10864,17.77,16.8,-21.1,-21.85,3.48,0.42,0.9,0.75
114039,10.655,0.07661,16.89,16.22,-21.01,-21.57,1.74,0.16,0.5,0.56
114040,10.295,0.05591,17.1,16.5,-20.02,-20.56,1.03,0.3,0.04,0.54
114041,10.954,0.07673,16.79,15.92,-21.16,-21.89,6.16,0.34,0.81,0.73
114042,10.257,0.05457,17.7,16.89,-19.41,-20.13,3.8,0.36,0.8,0.72
114043,9.999,0.06205,17.34,16.89,-19.97,-20.39,1.15,0.18,0.24,0.42
114044,10.534,0.04992,15.83,15.24,-21.02,-21.58,1.46,0.55,0.36,0.56
114045,11.08,0.11022,17.8,16.75,-21.12,-21.95,3.23,0.38,0.69,0.83
114046,11.225,0.09295,16.91,15.99,-21.53,-22.29,3.58,0.53,0.41,0.76
114047,11.393,0.13424,17.51,16.48,-21.96,-22.7,5.38,0.36,0.41,0.74
114048,11.188,0.09538,17.17,16.19,-21.37,-22.16,3.91,0.55,0.6,0.79
114049,11.158,0.07151,16.32,15.47,-21.44,-22.2,1.13,0.69,0.11,0.76
114050,11.272,0.07278,15.89,15.03,-21.94,-22.66,4.44,0.17,0.59,0.72
114051,9.936,0.04847,16.09,15.76,-20.64,-20.97,0.93,0.22,0.08,0.33
114052,10.713,0.04886,16.28,15.43,-20.58,-21.34,4.07,0.18,0.87,0.76
114053,10.386,0.06097,16.89,16.3,-20.45,-20.96,0.6,0.37,0.97,0.51
114054,10.621,0.07164,16.72,16.1,-21.0,-21.55,1.22,0.53,0.11,0.55
114055,10.938,0.11145,17.05,16.45,-21.75,-22.23,2.03,0.3,0.24,0.48
114056,11.15,0.07258,16.4,15.52,-21.43,-22.18,7.13,0.33,0.55,0.75
114057,10.798,0.07274,16.38,15.8,-21.36,-21.89,1.69,0.21,0.14,0.53
114058,10.552,0.08113,17.37,16.73,-20.65,-21.2,3.82,0.45,0.92,0.55
114059,11.238,0.10994,16.86,16.05,-22.0,-22.63,3.81,0.29,0.34,0.63
114060,11.262,0.0756,16.19,15.41,-21.71,-22.37,4.15,0.24,0.43,0.66
114061,11.018,0.04792,15.07,14.4,-21.71,-22.32,3.0,0.19,0.37,0.61
114062,11.185,0.12319,17.83,16.79,-21.41,-22.19,7.74,0.19,0.72,0.78
114063,11.194,0.09289,16.85,15.92,-21.6,-22.36,1.89,0.59,0.31,0.76
114064,9.725,0.06432,17.01,16.73,-20.35,-20.62,0.84,0.24,0.0,0.27
114065,10.917,0.11066,17.73,16.8,-21.18,-21.89,3.85,0.05,0.91,0.71
114066,9.83,0.06488,17.19,16.77,-20.21,-20.59,1.1,0.45,0.22,0.38
114067,10.332,0.04629,16.72,16.09,-19.97,-20.54,3.65,0.48,0.39,0.57
114068,11.037,0.09327,17.39,16.41,-21.11,-21.9,4.76,0.38,1.0,0.79
114069,11.446,0.11214,16.82,15.83,-22.17,-22.92,4.82,0.17,0.67,0.75
114070,11.027,0.11173,17.5,16.64,-21.39,-22.09,2.13,0.55,0.39,0.7
114071,11.137,0.11344,17.7,16.68,-21.33,-22.11,4.38,0.66,0.99,0.78
114072,10.736,0.03261,14.69,14.14,-21.2,-21.67,1.68,0.05,0.17,0.47
114073,10.16,0.04469,16.1,15.64,-20.5,-20.92,1.18,0.36,0.06,0.42
114074,10.774,0.10368,17.13,16.51,-21.5,-22.0,1.04,0.06,0.09,0.5
114075,10.97,0.11504,17.41,16.68,-21.53,-22.1,1.07,0.45,0.53,0.57
114076,10.943,0.10388,17.25,16.52,-21.44,-22.02,2.71,0.2,0.82,0.58
114077,11.029,0.06176,16.12,15.3,-21.32,-22.02,4.77,0.26,0.3,0.7
114078,11.04,0.10932,17.56,16.61,-21.33,-22.07,6.04,0.31,0.91,0.74
114079,10.437,0.05303,17.38,16.56,-19.68,-20.41,6.64,0.22,0.69,0.73
114080,10.72,0.05549,16.7,15.89,-20.46,-21.18,4.99,0.42,0.54,0.72
114081,10.694,0.07591,17.46,16.57,-20.47,-21.22,5.04,0.28,0.99,0.75
114082,10.604,0.06266,17.45,16.58,-20.02,-20.78,5.01,0.46,0.73,0.76
114083,10.38,0.05676,17.66,16.83,-19.56,-20.31,4.71,0.44,0.58,0.75
114084,10.702,0.07882,17.53,16.67,-20.5,-21.23,3.52,0.55,0.45,0.73
114085,10.955,0.11181,17.41,16.59,-21.51,-22.13,0.99,0.31,0.89,0.62
114086,10.871,0.06316,16.45,15.63,-21.01,-21.73,2.25,0.09,0.35,0.72
114087,11.168,0.11623,17.2,16.36,-21.83,-22.46,3.44,0.0,0.49,0.63
114088,10.904,0.06364,16.49,15.74,-20.97,-21.64,3.5,0.5,0.51,0.67
114089,11.044,0.06358,15.84,15.13,-21.62,-22.24,2.22,0.38,0.14,0.62
114090,11.036,0.11113,17.88,16.88,-21.07,-21.84,3.61,0.23,0.64,0.77
114091,10.829,0.07436,17.07,16.23,-20.82,-21.52,4.05,0.34,0.55,0.7
114092,10.594,0.06372,16.42,15.83,-20.98,-21.53,1.18,0.08,0.07,0.55
114093,11.569,0.14087,17.2,16.15,-22.44,-23.16,4.65,0.45,0.4,0.72
114094,10.965,0.07342,17.04,16.22,-20.83,-21.53,3.53,0.71,0.53,0.7
114095,10.779,0.07144,17.25,16.31,-20.56,-21.36,5.05,0.54,0.98,0.8
114096,10.584,0.07045,17.52,16.66,-20.24,-20.96,4.01,0.31,0.47,0.72
114097,9.716,0.03524,16.39,15.9,-19.65,-20.1,0.63,0.47,0.0,0.45
114098,10.691,0.07347,17.32,16.49,-20.54,-21.24,2.76,0.36,0.55,0.7
114099,10.582,0.07276,17.6,16.72,-20.25,-20.98,3.66,0.4,0.82,0.73
114100,10.347,0.0696,17.31,16.68,-20.34,-20.9,7.99,0.38,0.58,0.56
114101,10.028,0.03501,16.91,16.16,-19.16,-19.85,6.09,0.03,0.99,0.69
114102,11.198,0.07584,16.51,15.59,-21.44,-22.23,5.02,0.29,0.34,0.79
114103,10.683,0.07843,17.52,16.6,-20.5,-21.28,5.09,0.07,0.95,0.78
114104,10.688,0.07241,17.3,16.41,-20.54,-21.29,3.76,0.52,0.85,0.75
114105,10.408,0.06371,17.79,16.92,-19.73,-20.48,1.52,0.53,0.2,0.75
114106,10.447,0.07208,17.56,16.84,-20.2,-20.84,2.54,0.46,0.56,0.64
114107,9.793,0.03537,16.04,15.66,-19.99,-20.34,1.35,0.39,0.21,0.35
114108,11.43,0.07379,16.25,15.27,-21.66,-22.49,6.11,0.02,0.24,0.83
114109,10.879,0.0771,17.85,16.88,-20.16,-21.0,2.05,0.71,0.4,0.84
114110,10.526,0.07255,17.65,16.91,-20.15,-20.78,3.36,0.41,0.23,0.63
114111,10.349,0.0727,17.14,16.59,-20.61,-21.1,0.79,0.07,0.0,0.49
114112,9.26,0.0368,16.54,16.27,-19.59,-19.82,2.48,0.25,0.38,0.23
114113,10.937,0.08391,17.53,16.59,-20.66,-21.47,1.68,0.74,0.31,0.81
114114,10.676,0.10562,17.31,16.73,-21.38,-21.84,1.1,0.45,0.08,0.46
114115,10.473,0.07309,17.0,16.43,-20.78,-21.27,0.84,0.52,0.03,0.49
114116,11.213,0.1047,17.24,16.28,-21.57,-22.3,4.39,0.36,0.76,0.73
114117,10.633,0.06236,16.49,15.9,-20.91,-21.43,2.07,0.26,0.27,0.52
114118,11.047,0.10553,17.61,16.7,-21.21,-21.9,5.09,0.17,0.74,0.69
114119,10.61,0.07497,17.85,16.95,-20.04,-20.86,1.35,0.74,0.35,0.82
114120,11.186,0.07494,17.09,16.07,-20.85,-21.76,1.98,0.72,0.43,0.91
114121,11.838,0.16192,17.21,16.04,-22.88,-23.66,5.96,0.12,0.54,0.78
114122,11.509,0.16355,17.88,16.69,-22.27,-23.06,4.12,0.25,0.9,0.79
114123,11.937,0.23376,18.3,16.87,-23.05,-23.85,6.04,0.39,0.51,0.8
114124,10.73,0.07451,16.29,15.75,-21.52,-22.0,0.96,0.37,0.51,0.48
114125,10.503,0.05315,16.92,16.16,-20.11,-20.82,0.6,0.69,0.0,0.71
114126,11.119,0.12156,17.89,16.89,-21.32,-22.06,2.28,0.44,0.34,0.74
114127,10.537,0.05466,17.19,16.28,-19.96,-20.75,3.99,0.53,0.98,0.79
114128,10.782,0.05626,16.36,15.47,-20.85,-21.63,7.36,0.12,1.0,0.78
114129,9.657,0.0359,16.56,16.13,-19.52,-19.9,1.17,0.38,0.13,0.38
114130,10.65,0.06851,16.53,15.94,-21.07,-21.6,1.93,0.18,0.26,0.53
114131,10.754,0.06417,16.99,16.13,-20.53,-21.27,6.13,0.18,0.75,0.74
114132,11.207,0.06941,16.48,15.57,-21.25,-22.03,4.32,0.24,0.45,0.78
114133,10.337,0.06951,17.62,16.89,-20.06,-20.68,5.28,0.36,0.76,0.62
114134,10.528,0.06421,16.96,16.34,-20.48,-21.05,4.26,0.48,0.41,0.57
114135,10.541,0.1277,17.44,16.96,-21.64,-22.02,0.96,0.4,0.99,0.38
114136,10.486,0.0365,15.24,14.68,-20.93,-21.43,0.94,0.33,0.09,0.5
114137,11.04,0.07026,16.41,15.49,-21.36,-22.14,5.27,0.32,0.92,0.78
114138,9.888,0.06443,17.03,16.66,-20.38,-20.73,0.82,0.1,0.92,0.35
114139,9.753,0.06427,17.21,16.92,-20.19,-20.46,0.86,0.08,0.57,0.27
114140,11.525,0.16534,17.67,16.42,-22.52,-23.34,5.67,0.12,0.99,0.82
114141,9.583,0.03801,17.32,16.82,-18.92,-19.37,0.7,0.75,0.1,0.45
114142,9.863,0.03824,16.96,16.41,-19.3,-19.81,0.79,0.33,0.0,0.51
114143,11.716,0.17163,17.8,16.57,-22.48,-23.27,6.97,0.23,0.48,0.79
114144,11.47,0.17659,17.92,16.72,-22.46,-23.2,5.66,0.2,0.95,0.74
114145,11.627,0.17315,17.81,16.57,-22.52,-23.31,7.64,0.17,0.77,0.79
114146,11.316,0.11723,17.06,16.14,-22.04,-22.72,4.34,0.29,0.57,0.68
114147,11.292,0.14242,17.54,16.69,-22.04,-22.65,2.55,0.56,0.33,0.61
114148,11.576,0.17329,17.92,16.74,-22.39,-23.14,6.56,0.09,0.81,0.75
114149,10.416,0.07874,17.02,16.44,-20.93,-21.42,0.51,0.05,0.74,0.49
114150,11.426,0.09757,16.92,15.91,-21.7,-22.52,5.36,0.15,0.75,0.82
114151,9.382,0.01551,16.12,15.57,-18.11,-18.62,0.64,0.76,0.17,0.51
114152,9.137,0.03377,16.92,16.64,-19.01,-19.27,0.77,0.57,0.42,0.26
114153,9.935,0.05305,17.12,16.64,-19.86,-20.3,0.98,0.09,0.41,0.44
114154,11.094,0.11345,17.41,16.48,-21.61,-22.3,6.09,0.35,0.89,0.69
114155,10.825,0.09657,17.32,16.53,-21.18,-21.84,2.6,0.18,0.48,0.66
114156,11.043,0.09655,17.54,16.61,-21.03,-21.78,4.13,0.15,0.66,0.75
114157,11.106,0.09259,17.07,16.12,-21.42,-22.16,4.05,0.21,0.35,0.74
114158,11.313,0.09495,16.69,15.77,-21.86,-22.58,3.98,0.28,0.32,0.72
114159,10.916,0.09525,17.63,16.65,-20.95,-21.71,3.49,0.48,0.89,0.76
114160,10.982,0.0975,17.86,16.82,-20.78,-21.6,3.8,0.53,0.45,0.82
114161,10.95,0.09501,17.88,16.88,-20.68,-21.5,3.04,0.32,0.39,0.82
114162,11.136,0.09304,17.1,16.23,-21.39,-22.07,4.85,0.34,0.5,0.68
114163,10.845,0.10989,17.5,16.77,-21.33,-21.92,1.58,0.01,0.26,0.59
114164,10.9,0.09466,17.54,16.64,-21.0,-21.7,5.02,0.24,0.87,0.7
114165,11.136,0.0939,17.3,16.39,-21.22,-21.93,6.24,0.08,0.59,0.71
114166,11.696,0.15977,17.5,16.38,-22.54,-23.28,6.36,0.25,0.41,0.74
114167,10.493,0.09388,17.4,16.81,-21.0,-21.48,0.83,0.25,0.58,0.48
114168,10.17,0.09261,17.2,16.78,-21.14,-21.48,0.83,0.13,0.0,0.34
114169,10.067,0.03848,17.21,16.45,-19.11,-19.82,0.58,0.85,0.0,0.71
114170,10.408,0.08694,17.42,16.84,-20.77,-21.28,0.6,0.58,0.01,0.51
114171,10.893,0.09216,17.63,16.66,-20.87,-21.64,7.93,0.33,0.99,0.77
114172,10.982,0.15578,17.72,16.91,-22.07,-22.62,2.75,0.17,0.57,0.55
114173,10.924,0.08874,17.6,16.67,-20.76,-21.54,4.83,0.07,0.98,0.78
114174,10.962,0.08955,17.55,16.56,-20.87,-21.67,3.63,0.58,0.36,0.8
114175,11.023,0.11782,17.53,16.66,-21.49,-22.19,2.4,0.03,0.18,0.7
114176,11.1,0.11804,17.65,16.75,-21.46,-22.13,4.86,0.08,0.64,0.67
114177,10.402,0.05765,17.33,16.5,-19.96,-20.68,5.94,0.61,0.87,0.72
114178,11.145,0.118,17.54,16.72,-21.53,-22.16,8.0,0.0,0.72,0.63
114179,10.865,0.08272,17.28,16.42,-20.91,-21.62,4.31,0.21,0.5,0.71
114180,11.456,0.07308,15.58,14.66,-22.35,-23.1,4.05,0.13,0.56,0.75
114181,11.097,0.05024,16.28,15.29,-20.74,-21.61,3.13,0.77,0.53,0.87
114182,10.428,0.06451,17.35,16.55,-20.23,-20.91,5.88,0.19,0.98,0.68
114183,10.793,0.08479,17.11,16.39,-21.13,-21.73,1.2,0.36,0.15,0.6
114184,11.022,0.07217,16.67,15.68,-21.24,-22.07,3.89,0.64,1.0,0.83
114185,10.745,0.06558,16.28,15.63,-21.33,-21.89,2.8,0.18,0.89,0.56
114186,11.297,0.10564,16.83,15.9,-22.06,-22.75,7.66,0.04,0.67,0.69
114187,11.045,0.07287,17.03,16.03,-20.93,-21.75,3.46,0.37,0.41,0.82
114188,10.732,0.11797,17.4,16.8,-21.54,-22.04,1.14,0.13,0.12,0.5
114189,10.99,0.08234,17.17,16.2,-21.07,-21.86,4.99,0.59,0.87,0.79
114190,10.616,0.06284,16.98,16.23,-20.52,-21.16,3.51,0.45,0.26,0.64
114191,11.021,0.08222,17.09,16.15,-21.15,-21.89,6.19,0.13,0.85,0.74
114192,11.318,0.08236,16.66,15.67,-21.57,-22.41,2.35,0.58,0.39,0.84
114193,9.409,0.033,17.31,16.8,-18.67,-19.12,0.7,0.68,0.01,0.45
114194,10.657,0.06926,17.33,16.45,-20.47,-21.19,5.47,0.25,0.91,0.72
114195,10.607,0.07956,17.59,16.83,-20.5,-21.14,1.02,0.56,0.07,0.64
114196,10.539,0.069,17.24,16.54,-20.49,-21.09,2.1,0.58,0.46,0.6
114197,11.317,0.06441,15.1,14.19,-22.53,-23.29,4.82,0.0,0.95,0.76
114198,10.685,0.06464,17.27,16.39,-20.36,-21.1,5.73,0.55,0.59,0.74
114199,9.2,0.03376,17.31,16.84,-18.74,-19.18,1.46,0.13,0.44,0.44
114200,10.636,0.03275,14.48,13.99,-21.53,-21.92,2.04,0.2,0.28,0.39
114201,10.334,0.03346,16.66,15.79,-19.41,-20.2,1.07,0.73,0.07,0.79
114202,11.549,0.16103,17.81,16.61,-22.35,-23.13,4.84,0.33,0.71,0.78
114203,11.002,0.04711,15.6,14.72,-21.29,-22.04,3.57,0.39,0.55,0.75
114204,10.303,0.04735,17.64,16.75,-19.24,-20.02,1.32,0.68,0.14,0.78
114205,11.032,0.05112,15.95,15.03,-21.14,-21.93,3.86,0.43,0.67,0.79
114206,10.424,0.11039,17.63,17.05,-21.23,-21.67,3.0,0.11,0.39,0.44
114207,11.39,0.163,17.95,16.78,-22.21,-22.98,4.6,0.24,0.99,0.77
114208,10.811,0.06546,16.83,15.9,-20.84,-21.63,6.19,0.09,1.0,0.79
114209,11.837,0.16188,17.39,16.18,-22.79,-23.59,5.76,0.2,0.55,0.8
114210,10.307,0.06364,16.94,16.42,-20.56,-21.0,1.24,0.19,0.93,0.44
114211,10.846,0.06424,16.52,15.8,-21.09,-21.7,5.59,0.32,0.99,0.61
114212,10.822,0.06227,16.91,15.98,-20.67,-21.43,3.05,0.43,0.47,0.76
114213,10.939,0.05969,16.28,15.54,-21.14,-21.77,4.55,0.08,0.39,0.63
114214,10.456,0.06894,16.43,15.88,-21.28,-21.74,0.93,0.12,0.02,0.46
114215,10.832,0.06891,16.12,15.45,-21.59,-22.19,1.74,0.0,0.99,0.6
114216,10.204,0.0414,17.61,16.79,-18.96,-19.68,5.78,0.25,0.89,0.72
114217,10.766,0.06884,16.74,16.05,-20.98,-21.57,3.67,0.39,0.33,0.59
114218,11.451,0.16084,17.93,16.78,-22.21,-22.96,6.47,0.22,0.62,0.75
114219,11.074,0.08386,16.78,16.03,-21.5,-22.09,2.31,0.35,0.26,0.59
114220,11.382,0.15164,17.82,16.69,-22.14,-22.9,6.38,0.26,0.99,0.76
114221,10.972,0.10172,17.7,16.76,-21.1,-21.85,7.35,0.16,0.67,0.75
114222,11.066,0.10191,17.5,16.53,-21.34,-22.08,6.24,0.22,0.78,0.74
114223,10.234,0.06838,16.39,16.04,-21.24,-21.54,1.69,0.29,0.18,0.3
114224,11.26,0.13766,17.95,16.94,-21.67,-22.4,3.0,0.54,0.53,0.73
114225,8.616,0.01614,17.27,16.85,-17.09,-17.48,0.96,0.75,0.25,0.39
114226,11.479,0.11901,16.88,15.79,-22.38,-23.18,5.24,0.12,0.99,0.8
